1605.07146,3,2017-01-18 18:44:29
1701.04767,0,2017-01-18 18:59:37
1606.04474,0,2017-01-18 19:11:42
1701.02389,0,2017-01-18 19:19:32
1412.1897,4,2017-01-18 19:25:00
1701.04039,0,2017-01-18 19:25:11
1611.03814,0,2017-01-18 19:30:33
1701.03980,0,2017-01-18 19:39:54
1701.03980,0,2017-01-18 19:40:03
1701.04752,0,2017-01-18 19:41:28
1701.03990,0,2017-01-18 19:42:04
1110.4096,0,2017-01-18 19:56:14
1404.1100,0,2017-01-18 19:57:25
1701.04605,1,2017-01-18 20:00:14
1701.04600,1,2017-01-18 20:00:15
1309.4976,0,2017-01-18 20:06:43
1404.1100,0,2017-01-18 20:09:02
1701.04113,0,2017-01-18 20:09:38
1412.1897,0,2017-01-18 20:09:42
1412.1897,4,2017-01-18 20:09:47
1701.02389,0,2017-01-18 20:19:53
1412.1897,0,2017-01-18 20:20:36
1611.01673,0,2017-01-18 20:21:59
1404.1100,0,2017-01-18 20:24:04
1701.03926,0,2017-01-18 20:27:58
1701.01723,0,2017-01-18 20:32:52
1701.04543,0,2017-01-18 20:33:19
1701.04079,1,2017-01-18 20:35:56
1506.01351,0,2017-01-18 20:36:55
1609.00257,0,2017-01-18 20:43:19
1701.04726,1,2017-01-18 20:44:26
1611.06355,0,2017-01-18 20:44:56
1701.04469,0,2017-01-18 20:46:02
1612.02420,0,2017-01-18 20:48:19
1404.1100,0,2017-01-18 20:49:39
1701.04781,0,2017-01-18 20:52:46
1603.07012,0,2017-01-18 20:59:34
1610.04564,0,2017-01-18 21:05:22
1610.04564,0,2017-01-18 21:05:22
1603.05423,0,2017-01-18 21:07:47
1701.04811,0,2017-01-18 21:09:19
1701.04128,0,2017-01-18 21:10:03
1404.1100,0,2017-01-18 21:10:29
1611.01578,0,2017-01-18 21:11:53
1612.02420,0,2017-01-18 21:25:08
1701.04469,0,2017-01-18 21:31:31
1312.6199,0,2017-01-18 21:32:38
1701.03757,1,2017-01-18 21:35:41
1701.02389,0,2017-01-18 21:37:11
1701.03291,0,2017-01-18 21:40:36
1701.04568,0,2017-01-18 21:40:56
1404.1100,0,2017-01-18 21:42:11
1701.03291,0,2017-01-18 21:44:29
1701.04671,1,2017-01-18 22:00:13
1701.04653,1,2017-01-18 22:00:15
1701.04781,0,2017-01-18 22:01:03
1701.04131,0,2017-01-18 22:10:12
1612.03242,1,2017-01-18 22:21:07
0707.1919,4,2017-01-18 22:26:26
1701.04143,1,2017-01-18 22:36:33
